as_of,location,target,target_end_date,observation
2025-10-15,clt-area,Flu ED visits pct,2017-02-25,3.88
2025-10-15,clt-area,Flu ED visits pct,2017-03-04,2.91
2025-10-15,clt-area,Flu ED visits pct,2017-03-11,2.26
2025-10-15,clt-area,Flu ED visits pct,2017-03-18,2.16
2025-10-15,clt-area,Flu ED visits pct,2017-03-25,2.21
2025-10-15,clt-area,Flu ED visits pct,2017-04-01,2.15
2025-10-15,clt-area,Flu ED visits pct,2017-04-08,0.88
2025-10-15,clt-area,Flu ED visits pct,2017-04-15,0.58
2025-10-15,clt-area,Flu ED visits pct,2017-04-22,0.26
2025-10-15,clt-area,Flu ED visits pct,2017-04-29,0.18
2025-10-15,clt-area,Flu ED visits pct,2017-05-06,0.06
2025-10-15,clt-area,Flu ED visits pct,2017-05-13,0.05
2025-10-15,clt-area,Flu ED visits pct,2017-05-20,0.04
2025-10-15,clt-area,Flu ED visits pct,2017-05-27,0.06
2025-10-15,clt-area,Flu ED visits pct,2017-06-03,0.03
2025-10-15,clt-area,Flu ED visits pct,2017-06-10,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-06-17,0.02
2025-10-15,clt-area,Flu ED visits pct,2017-06-24,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-07-01,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-07-08,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-07-15,0.03
2025-10-15,clt-area,Flu ED visits pct,2017-07-22,0
2025-10-15,clt-area,Flu ED visits pct,2017-07-29,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-08-05,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-08-12,0.02
2025-10-15,clt-area,Flu ED visits pct,2017-08-19,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-08-26,0.02
2025-10-15,clt-area,Flu ED visits pct,2017-09-02,0
2025-10-15,clt-area,Flu ED visits pct,2017-09-09,0.01
2025-10-15,clt-area,Flu ED visits pct,2017-09-16,0.02
2025-10-15,clt-area,Flu ED visits pct,2017-09-23,0.09
2025-10-15,clt-area,Flu ED visits pct,2017-09-30,0.05
2025-10-15,clt-area,Flu ED visits pct,2017-10-07,0.05
2025-10-15,clt-area,Flu ED visits pct,2017-10-14,0.11
2025-10-15,clt-area,Flu ED visits pct,2017-10-21,0.17
2025-10-15,clt-area,Flu ED visits pct,2017-10-28,0.11
2025-10-15,clt-area,Flu ED visits pct,2017-11-04,0.14
2025-10-15,clt-area,Flu ED visits pct,2017-11-11,0.19
2025-10-15,clt-area,Flu ED visits pct,2017-11-18,0.18
2025-10-15,clt-area,Flu ED visits pct,2017-11-25,0.27
2025-10-15,clt-area,Flu ED visits pct,2017-12-02,0.42
2025-10-15,clt-area,Flu ED visits pct,2017-12-09,0.41
2025-10-15,clt-area,Flu ED visits pct,2017-12-16,0.46
2025-10-15,clt-area,Flu ED visits pct,2017-12-23,0.99
2025-10-15,clt-area,Flu ED visits pct,2017-12-30,1.72
2025-10-15,clt-area,Flu ED visits pct,2018-01-06,2.28
2025-10-15,clt-area,Flu ED visits pct,2018-01-13,4.06
2025-10-15,clt-area,Flu ED visits pct,2018-01-20,5.22
2025-10-15,clt-area,Flu ED visits pct,2018-01-27,6.08
2025-10-15,clt-area,Flu ED visits pct,2018-02-03,6.55
2025-10-15,clt-area,Flu ED visits pct,2018-02-10,7.04
2025-10-15,clt-area,Flu ED visits pct,2018-02-17,6.15
2025-10-15,clt-area,Flu ED visits pct,2018-02-24,3.59
2025-10-15,clt-area,Flu ED visits pct,2018-03-03,1.65
2025-10-15,clt-area,Flu ED visits pct,2018-03-10,1.14
2025-10-15,clt-area,Flu ED visits pct,2018-03-17,0.89
2025-10-15,clt-area,Flu ED visits pct,2018-03-24,0.77
2025-10-15,clt-area,Flu ED visits pct,2018-03-31,0.67
2025-10-15,clt-area,Flu ED visits pct,2018-04-07,0.4
2025-10-15,clt-area,Flu ED visits pct,2018-04-14,0.31
2025-10-15,clt-area,Flu ED visits pct,2018-04-21,0.21
2025-10-15,clt-area,Flu ED visits pct,2018-04-28,0.25
2025-10-15,clt-area,Flu ED visits pct,2018-05-05,0.14
2025-10-15,clt-area,Flu ED visits pct,2018-05-12,0.1
2025-10-15,clt-area,Flu ED visits pct,2018-05-19,0.05
2025-10-15,clt-area,Flu ED visits pct,2018-05-26,0.04
2025-10-15,clt-area,Flu ED visits pct,2018-06-02,0.03
2025-10-15,clt-area,Flu ED visits pct,2018-06-09,0.03
2025-10-15,clt-area,Flu ED visits pct,2018-06-16,0.04
2025-10-15,clt-area,Flu ED visits pct,2018-06-23,0
2025-10-15,clt-area,Flu ED visits pct,2018-06-30,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-07-07,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-07-14,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-07-21,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-07-28,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-08-04,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-08-11,0.01
2025-10-15,clt-area,Flu ED visits pct,2018-08-18,0
2025-10-15,clt-area,Flu ED visits pct,2018-08-25,0.02
2025-10-15,clt-area,Flu ED visits pct,2018-09-01,0.02
2025-10-15,clt-area,Flu ED visits pct,2018-09-08,0.02
2025-10-15,clt-area,Flu ED visits pct,2018-09-15,0.05
2025-10-15,clt-area,Flu ED visits pct,2018-09-22,0.08
2025-10-15,clt-area,Flu ED visits pct,2018-09-29,0.06
2025-10-15,clt-area,Flu ED visits pct,2018-10-06,0.13
2025-10-15,clt-area,Flu ED visits pct,2018-10-13,0.15
2025-10-15,clt-area,Flu ED visits pct,2018-10-20,0.14
2025-10-15,clt-area,Flu ED visits pct,2018-10-27,0.18
2025-10-15,clt-area,Flu ED visits pct,2018-11-03,0.23
2025-10-15,clt-area,Flu ED visits pct,2018-11-10,0.32
2025-10-15,clt-area,Flu ED visits pct,2018-11-17,0.26
2025-10-15,clt-area,Flu ED visits pct,2018-11-24,0.37
2025-10-15,clt-area,Flu ED visits pct,2018-12-01,0.41
2025-10-15,clt-area,Flu ED visits pct,2018-12-08,0.47
2025-10-15,clt-area,Flu ED visits pct,2018-12-15,0.57
2025-10-15,clt-area,Flu ED visits pct,2018-12-22,0.67
2025-10-15,clt-area,Flu ED visits pct,2018-12-29,1.12
2025-10-15,clt-area,Flu ED visits pct,2019-01-05,1.29
2025-10-15,clt-area,Flu ED visits pct,2019-01-12,1.03
2025-10-15,clt-area,Flu ED visits pct,2019-01-19,1.98
2025-10-15,clt-area,Flu ED visits pct,2019-01-26,2.9
2025-10-15,clt-area,Flu ED visits pct,2019-02-02,4.38
2025-10-15,clt-area,Flu ED visits pct,2019-02-09,6.97
2025-10-15,clt-area,Flu ED visits pct,2019-02-16,5.65
2025-10-15,clt-area,Flu ED visits pct,2019-02-23,4.66
2025-10-15,clt-area,Flu ED visits pct,2019-03-02,3.11
2025-10-15,clt-area,Flu ED visits pct,2019-03-09,1.92
2025-10-15,clt-area,Flu ED visits pct,2019-03-16,1.39
2025-10-15,clt-area,Flu ED visits pct,2019-03-23,0.98
2025-10-15,clt-area,Flu ED visits pct,2019-03-30,0.8
2025-10-15,clt-area,Flu ED visits pct,2019-04-06,0.7
2025-10-15,clt-area,Flu ED visits pct,2019-04-13,0.47
2025-10-15,clt-area,Flu ED visits pct,2019-04-20,0.22
2025-10-15,clt-area,Flu ED visits pct,2019-04-27,0.18
2025-10-15,clt-area,Flu ED visits pct,2019-05-04,0.13
2025-10-15,clt-area,Flu ED visits pct,2019-05-11,0.08
2025-10-15,clt-area,Flu ED visits pct,2019-05-18,0.08
2025-10-15,clt-area,Flu ED visits pct,2019-05-25,0.09
2025-10-15,clt-area,Flu ED visits pct,2019-06-01,0.05
2025-10-15,clt-area,Flu ED visits pct,2019-06-08,0.03
2025-10-15,clt-area,Flu ED visits pct,2019-06-15,0.05
2025-10-15,clt-area,Flu ED visits pct,2019-06-22,0.04
2025-10-15,clt-area,Flu ED visits pct,2019-06-29,0.02
2025-10-15,clt-area,Flu ED visits pct,2019-07-06,0.02
2025-10-15,clt-area,Flu ED visits pct,2019-07-13,0.05
2025-10-15,clt-area,Flu ED visits pct,2019-07-20,0.01
2025-10-15,clt-area,Flu ED visits pct,2019-07-27,0.03
2025-10-15,clt-area,Flu ED visits pct,2019-08-03,0.01
2025-10-15,clt-area,Flu ED visits pct,2019-08-10,0
2025-10-15,clt-area,Flu ED visits pct,2019-08-17,0.01
2025-10-15,clt-area,Flu ED visits pct,2019-08-24,0.02
2025-10-15,clt-area,Flu ED visits pct,2019-08-31,0.07
2025-10-15,clt-area,Flu ED visits pct,2019-09-07,0.03
2025-10-15,clt-area,Flu ED visits pct,2019-09-14,0.07
2025-10-15,clt-area,Flu ED visits pct,2019-09-21,0.08
2025-10-15,clt-area,Flu ED visits pct,2019-09-28,0.18
2025-10-15,clt-area,Flu ED visits pct,2019-10-05,0.15
2025-10-15,clt-area,Flu ED visits pct,2019-10-12,0.15
2025-10-15,clt-area,Flu ED visits pct,2019-10-19,0.15
2025-10-15,clt-area,Flu ED visits pct,2019-10-26,0.19
2025-10-15,clt-area,Flu ED visits pct,2019-11-02,0.2
2025-10-15,clt-area,Flu ED visits pct,2019-11-09,0.26
2025-10-15,clt-area,Flu ED visits pct,2019-11-16,0.33
2025-10-15,clt-area,Flu ED visits pct,2019-11-23,0.5
2025-10-15,clt-area,Flu ED visits pct,2019-11-30,0.76
2025-10-15,clt-area,Flu ED visits pct,2019-12-07,0.94
2025-10-15,clt-area,Flu ED visits pct,2019-12-14,1.6
2025-10-15,clt-area,Flu ED visits pct,2019-12-21,2.74
2025-10-15,clt-area,Flu ED visits pct,2019-12-28,4.86
2025-10-15,clt-area,Flu ED visits pct,2020-01-04,4.07
2025-10-15,clt-area,Flu ED visits pct,2020-01-11,3.06
2025-10-15,clt-area,Flu ED visits pct,2020-01-18,2.95
2025-10-15,clt-area,Flu ED visits pct,2020-01-25,3.38
2025-10-15,clt-area,Flu ED visits pct,2020-02-01,4.28
2025-10-15,clt-area,Flu ED visits pct,2020-02-08,4.76
2025-10-15,clt-area,Flu ED visits pct,2020-02-15,3.96
2025-10-15,clt-area,Flu ED visits pct,2020-02-22,3.32
2025-10-15,clt-area,Flu ED visits pct,2020-02-29,2.87
2025-10-15,clt-area,Flu ED visits pct,2020-03-07,2.72
2025-10-15,clt-area,Flu ED visits pct,2020-03-14,2.53
2025-10-15,clt-area,Flu ED visits pct,2020-03-21,2.02
2025-10-15,clt-area,Flu ED visits pct,2020-03-28,1.03
2025-10-15,clt-area,Flu ED visits pct,2020-04-04,0.88
2025-10-15,clt-area,Flu ED visits pct,2020-04-11,0.7
2025-10-15,clt-area,Flu ED visits pct,2020-04-18,0.43
2025-10-15,clt-area,Flu ED visits pct,2020-04-25,0.47
2025-10-15,clt-area,Flu ED visits pct,2020-05-02,0.17
2025-10-15,clt-area,Flu ED visits pct,2020-05-09,0.23
2025-10-15,clt-area,Flu ED visits pct,2020-05-16,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-05-23,0.06
2025-10-15,clt-area,Flu ED visits pct,2020-05-30,0.13
2025-10-15,clt-area,Flu ED visits pct,2020-06-06,0.09
2025-10-15,clt-area,Flu ED visits pct,2020-06-13,0.2
2025-10-15,clt-area,Flu ED visits pct,2020-06-20,0.17
2025-10-15,clt-area,Flu ED visits pct,2020-06-27,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-07-04,0.15
2025-10-15,clt-area,Flu ED visits pct,2020-07-11,0.14
2025-10-15,clt-area,Flu ED visits pct,2020-07-18,0.12
2025-10-15,clt-area,Flu ED visits pct,2020-07-25,0.12
2025-10-15,clt-area,Flu ED visits pct,2020-08-01,0.08
2025-10-15,clt-area,Flu ED visits pct,2020-08-08,0.15
2025-10-15,clt-area,Flu ED visits pct,2020-08-15,0.09
2025-10-15,clt-area,Flu ED visits pct,2020-08-22,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-08-29,0.07
2025-10-15,clt-area,Flu ED visits pct,2020-09-05,0.07
2025-10-15,clt-area,Flu ED visits pct,2020-09-12,0.05
2025-10-15,clt-area,Flu ED visits pct,2020-09-19,0.07
2025-10-15,clt-area,Flu ED visits pct,2020-09-26,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-10-03,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-10-10,0.18
2025-10-15,clt-area,Flu ED visits pct,2020-10-17,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-10-24,0.16
2025-10-15,clt-area,Flu ED visits pct,2020-10-31,0.12
2025-10-15,clt-area,Flu ED visits pct,2020-11-07,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-11-14,0.11
2025-10-15,clt-area,Flu ED visits pct,2020-11-21,0.2
2025-10-15,clt-area,Flu ED visits pct,2020-11-28,0.14
2025-10-15,clt-area,Flu ED visits pct,2020-12-05,0.1
2025-10-15,clt-area,Flu ED visits pct,2020-12-12,0.14
2025-10-15,clt-area,Flu ED visits pct,2020-12-19,0.21
2025-10-15,clt-area,Flu ED visits pct,2020-12-26,0.21
2025-10-15,clt-area,Flu ED visits pct,2021-01-02,0.16
2025-10-15,clt-area,Flu ED visits pct,2021-01-09,0.23
2025-10-15,clt-area,Flu ED visits pct,2021-01-16,0.17
2025-10-15,clt-area,Flu ED visits pct,2021-01-23,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-01-30,0.13
2025-10-15,clt-area,Flu ED visits pct,2021-02-06,0.11
2025-10-15,clt-area,Flu ED visits pct,2021-02-13,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-02-20,0.11
2025-10-15,clt-area,Flu ED visits pct,2021-02-27,0.09
2025-10-15,clt-area,Flu ED visits pct,2021-03-06,0.1
2025-10-15,clt-area,Flu ED visits pct,2021-03-13,0.06
2025-10-15,clt-area,Flu ED visits pct,2021-03-20,0.07
2025-10-15,clt-area,Flu ED visits pct,2021-03-27,0.11
2025-10-15,clt-area,Flu ED visits pct,2021-04-03,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-04-10,0.06
2025-10-15,clt-area,Flu ED visits pct,2021-04-17,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-04-24,0.03
2025-10-15,clt-area,Flu ED visits pct,2021-05-01,0.06
2025-10-15,clt-area,Flu ED visits pct,2021-05-08,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-05-15,0.02
2025-10-15,clt-area,Flu ED visits pct,2021-05-22,0.06
2025-10-15,clt-area,Flu ED visits pct,2021-05-29,0.05
2025-10-15,clt-area,Flu ED visits pct,2021-06-05,0.09
2025-10-15,clt-area,Flu ED visits pct,2021-06-12,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-06-19,0.05
2025-10-15,clt-area,Flu ED visits pct,2021-06-26,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-07-03,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-07-10,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-07-17,0.04
2025-10-15,clt-area,Flu ED visits pct,2021-07-24,0.06
2025-10-15,clt-area,Flu ED visits pct,2021-07-31,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-08-07,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-08-14,0.13
2025-10-15,clt-area,Flu ED visits pct,2021-08-21,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-08-28,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-09-04,0.13
2025-10-15,clt-area,Flu ED visits pct,2021-09-11,0.1
2025-10-15,clt-area,Flu ED visits pct,2021-09-18,0.07
2025-10-15,clt-area,Flu ED visits pct,2021-09-25,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-10-02,0.08
2025-10-15,clt-area,Flu ED visits pct,2021-10-09,0.11
2025-10-15,clt-area,Flu ED visits pct,2021-10-16,0.09
2025-10-15,clt-area,Flu ED visits pct,2021-10-23,0.07
2025-10-15,clt-area,Flu ED visits pct,2021-10-30,0.11
2025-10-15,clt-area,Flu ED visits pct,2021-11-06,0.13
2025-10-15,clt-area,Flu ED visits pct,2021-11-13,0.13
2025-10-15,clt-area,Flu ED visits pct,2021-11-20,0.18
2025-10-15,clt-area,Flu ED visits pct,2021-11-27,0.29
2025-10-15,clt-area,Flu ED visits pct,2021-12-04,0.43
2025-10-15,clt-area,Flu ED visits pct,2021-12-11,0.55
2025-10-15,clt-area,Flu ED visits pct,2021-12-18,0.73
2025-10-15,clt-area,Flu ED visits pct,2021-12-25,0.9
2025-10-15,clt-area,Flu ED visits pct,2022-01-01,0.82
2025-10-15,clt-area,Flu ED visits pct,2022-01-08,0.54
2025-10-15,clt-area,Flu ED visits pct,2022-01-15,0.56
2025-10-15,clt-area,Flu ED visits pct,2022-01-22,0.29
2025-10-15,clt-area,Flu ED visits pct,2022-01-29,0.3
2025-10-15,clt-area,Flu ED visits pct,2022-02-05,0.25
2025-10-15,clt-area,Flu ED visits pct,2022-02-12,0.26
2025-10-15,clt-area,Flu ED visits pct,2022-02-19,0.34
2025-10-15,clt-area,Flu ED visits pct,2022-02-26,0.36
2025-10-15,clt-area,Flu ED visits pct,2022-03-05,0.41
2025-10-15,clt-area,Flu ED visits pct,2022-03-12,0.33
2025-10-15,clt-area,Flu ED visits pct,2022-03-19,0.29
2025-10-15,clt-area,Flu ED visits pct,2022-03-26,0.32
2025-10-15,clt-area,Flu ED visits pct,2022-04-02,0.4
2025-10-15,clt-area,Flu ED visits pct,2022-04-09,0.72
2025-10-15,clt-area,Flu ED visits pct,2022-04-16,1.11
2025-10-15,clt-area,Flu ED visits pct,2022-04-23,1
2025-10-15,clt-area,Flu ED visits pct,2022-04-30,0.86
2025-10-15,clt-area,Flu ED visits pct,2022-05-07,0.76
2025-10-15,clt-area,Flu ED visits pct,2022-05-14,0.82
2025-10-15,clt-area,Flu ED visits pct,2022-05-21,0.81
2025-10-15,clt-area,Flu ED visits pct,2022-05-28,0.86
2025-10-15,clt-area,Flu ED visits pct,2022-06-04,0.76
2025-10-15,clt-area,Flu ED visits pct,2022-06-11,0.65
2025-10-15,clt-area,Flu ED visits pct,2022-06-18,0.63
2025-10-15,clt-area,Flu ED visits pct,2022-06-25,0.39
2025-10-15,clt-area,Flu ED visits pct,2022-07-02,0.29
2025-10-15,clt-area,Flu ED visits pct,2022-07-09,0.3
2025-10-15,clt-area,Flu ED visits pct,2022-07-16,0.27
2025-10-15,clt-area,Flu ED visits pct,2022-07-23,0.2
2025-10-15,clt-area,Flu ED visits pct,2022-07-30,0.18
2025-10-15,clt-area,Flu ED visits pct,2022-08-06,0.2
2025-10-15,clt-area,Flu ED visits pct,2022-08-13,0.25
2025-10-15,clt-area,Flu ED visits pct,2022-08-20,0.2
2025-10-15,clt-area,Flu ED visits pct,2022-08-27,0.28
2025-10-15,clt-area,Flu ED visits pct,2022-09-03,0.26
2025-10-15,clt-area,Flu ED visits pct,2022-09-10,0.35
2025-10-15,clt-area,Flu ED visits pct,2022-09-17,0.45
2025-10-15,clt-area,Flu ED visits pct,2022-09-24,0.43
2025-10-15,clt-area,Flu ED visits pct,2022-10-01,0.54
2025-10-15,clt-area,Flu ED visits pct,2022-10-08,0.67
2025-10-15,clt-area,Flu ED visits pct,2022-10-15,0.87
2025-10-15,clt-area,Flu ED visits pct,2022-10-22,2.04
2025-10-15,clt-area,Flu ED visits pct,2022-10-29,5.75
2025-10-15,clt-area,Flu ED visits pct,2022-11-05,10.22
2025-10-15,clt-area,Flu ED visits pct,2022-11-12,10.69
2025-10-15,clt-area,Flu ED visits pct,2022-11-19,9.55
2025-10-15,clt-area,Flu ED visits pct,2022-11-26,12.15
2025-10-15,clt-area,Flu ED visits pct,2022-12-03,10.88
2025-10-15,clt-area,Flu ED visits pct,2022-12-10,7.64
2025-10-15,clt-area,Flu ED visits pct,2022-12-17,5.66
2025-10-15,clt-area,Flu ED visits pct,2022-12-24,4.78
2025-10-15,clt-area,Flu ED visits pct,2022-12-31,5.19
2025-10-15,clt-area,Flu ED visits pct,2023-01-07,3.84
2025-10-15,clt-area,Flu ED visits pct,2023-01-14,2.33
2025-10-15,clt-area,Flu ED visits pct,2023-01-21,1.77
2025-10-15,clt-area,Flu ED visits pct,2023-01-28,1.46
2025-10-15,clt-area,Flu ED visits pct,2023-02-04,1.56
2025-10-15,clt-area,Flu ED visits pct,2023-02-11,1.61
2025-10-15,clt-area,Flu ED visits pct,2023-02-18,1.41
2025-10-15,clt-area,Flu ED visits pct,2023-02-25,1.28
2025-10-15,clt-area,Flu ED visits pct,2023-03-04,1.13
2025-10-15,clt-area,Flu ED visits pct,2023-03-11,1.04
2025-10-15,clt-area,Flu ED visits pct,2023-03-18,1.16
2025-10-15,clt-area,Flu ED visits pct,2023-03-25,1
2025-10-15,clt-area,Flu ED visits pct,2023-04-01,0.93
2025-10-15,clt-area,Flu ED visits pct,2023-04-08,0.88
2025-10-15,clt-area,Flu ED visits pct,2023-04-15,0.72
2025-10-15,clt-area,Flu ED visits pct,2023-04-22,0.69
2025-10-15,clt-area,Flu ED visits pct,2023-04-29,0.67
2025-10-15,clt-area,Flu ED visits pct,2023-05-06,0.67
2025-10-15,clt-area,Flu ED visits pct,2023-05-13,0.75
2025-10-15,clt-area,Flu ED visits pct,2023-05-20,0.78
2025-10-15,clt-area,Flu ED visits pct,2023-05-27,0.75
2025-10-15,clt-area,Flu ED visits pct,2023-06-03,0.82
2025-10-15,clt-area,Flu ED visits pct,2023-06-10,0.72
2025-10-15,clt-area,Flu ED visits pct,2023-06-17,0.63
2025-10-15,clt-area,Flu ED visits pct,2023-06-24,0.57
2025-10-15,clt-area,Flu ED visits pct,2023-07-01,0.43
2025-10-15,clt-area,Flu ED visits pct,2023-07-08,0.39
2025-10-15,clt-area,Flu ED visits pct,2023-07-15,0.48
2025-10-15,clt-area,Flu ED visits pct,2023-07-22,0.4
2025-10-15,clt-area,Flu ED visits pct,2023-07-29,0.55
2025-10-15,clt-area,Flu ED visits pct,2023-08-05,0.49
2025-10-15,clt-area,Flu ED visits pct,2023-08-12,0.58
2025-10-15,clt-area,Flu ED visits pct,2023-08-19,0.72
2025-10-15,clt-area,Flu ED visits pct,2023-08-26,0.91
2025-10-15,clt-area,Flu ED visits pct,2023-09-02,0.99
2025-10-15,clt-area,Flu ED visits pct,2023-09-09,1.19
2025-10-15,clt-area,Flu ED visits pct,2023-09-16,1.27
2025-10-15,clt-area,Flu ED visits pct,2023-09-23,1.24
2025-10-15,clt-area,Flu ED visits pct,2023-09-30,1.15
2025-10-15,clt-area,Flu ED visits pct,2023-10-07,1.15
2025-10-15,clt-area,Flu ED visits pct,2023-10-14,1.39
2025-10-15,clt-area,Flu ED visits pct,2023-10-21,1.33
2025-10-15,clt-area,Flu ED visits pct,2023-10-28,1.55
2025-10-15,clt-area,Flu ED visits pct,2023-11-04,1.94
2025-10-15,clt-area,Flu ED visits pct,2023-11-11,2.83
2025-10-15,clt-area,Flu ED visits pct,2023-11-18,3.72
2025-10-15,clt-area,Flu ED visits pct,2023-11-25,5.14
2025-10-15,clt-area,Flu ED visits pct,2023-12-02,6.73
2025-10-15,clt-area,Flu ED visits pct,2023-12-09,8.95
2025-10-15,clt-area,Flu ED visits pct,2023-12-16,12.71
2025-10-15,clt-area,Flu ED visits pct,2023-12-23,16.78
2025-10-15,clt-area,Flu ED visits pct,2023-12-30,16.77
2025-10-15,clt-area,Flu ED visits pct,2024-01-06,10.82
2025-10-15,clt-area,Flu ED visits pct,2024-01-13,7.74
2025-10-15,clt-area,Flu ED visits pct,2024-01-20,6.07
2025-10-15,clt-area,Flu ED visits pct,2024-01-27,5.88
2025-10-15,clt-area,Flu ED visits pct,2024-02-03,4.7
2025-10-15,clt-area,Flu ED visits pct,2024-02-10,4.45
2025-10-15,clt-area,Flu ED visits pct,2024-02-17,3.64
2025-10-15,clt-area,Flu ED visits pct,2024-02-24,4.01
2025-10-15,clt-area,Flu ED visits pct,2024-03-02,3.61
2025-10-15,clt-area,Flu ED visits pct,2024-03-09,3.17
2025-10-15,clt-area,Flu ED visits pct,2024-03-16,2.7
2025-10-15,clt-area,Flu ED visits pct,2024-03-23,2.25
2025-10-15,clt-area,Flu ED visits pct,2024-03-30,2.02
2025-10-15,clt-area,Flu ED visits pct,2024-04-06,2.27
2025-10-15,clt-area,Flu ED visits pct,2024-04-13,1.77
2025-10-15,clt-area,Flu ED visits pct,2024-04-20,1.32
2025-10-15,clt-area,Flu ED visits pct,2024-04-27,1.34
2025-10-15,clt-area,Flu ED visits pct,2024-05-04,1.23
2025-10-15,clt-area,Flu ED visits pct,2024-05-11,1.05
2025-10-15,clt-area,Flu ED visits pct,2024-05-18,1.28
2025-10-15,clt-area,Flu ED visits pct,2024-05-25,1.07
2025-10-15,clt-area,Flu ED visits pct,2024-06-01,1.01
2025-10-15,clt-area,Flu ED visits pct,2024-06-08,0.86
2025-10-15,clt-area,Flu ED visits pct,2024-06-15,0.88
2025-10-15,clt-area,Flu ED visits pct,2024-06-22,0.83
2025-10-15,clt-area,Flu ED visits pct,2024-06-29,1.02
2025-10-15,clt-area,Flu ED visits pct,2024-07-06,0.82
2025-10-15,clt-area,Flu ED visits pct,2024-07-13,0.91
2025-10-15,clt-area,Flu ED visits pct,2024-07-20,1.04
2025-10-15,clt-area,Flu ED visits pct,2024-07-27,1.12
2025-10-15,clt-area,Flu ED visits pct,2024-08-03,1.34
2025-10-15,clt-area,Flu ED visits pct,2024-08-10,1.32
2025-10-15,clt-area,Flu ED visits pct,2024-08-17,1.57
2025-10-15,clt-area,Flu ED visits pct,2024-08-24,1.62
2025-10-15,clt-area,Flu ED visits pct,2024-08-31,1.73
2025-10-15,clt-area,Flu ED visits pct,2024-09-07,1.88
2025-10-15,clt-area,Flu ED visits pct,2024-09-14,1.91
2025-10-15,clt-area,Flu ED visits pct,2024-09-21,1.75
2025-10-15,clt-area,Flu ED visits pct,2024-09-28,1.78
2025-10-15,clt-area,Flu ED visits pct,2024-10-05,1.63
2025-10-15,clt-area,Flu ED visits pct,2024-10-12,1.58
2025-10-15,clt-area,Flu ED visits pct,2024-10-19,1.69
2025-10-15,clt-area,Flu ED visits pct,2024-10-26,2.06
2025-10-15,clt-area,Flu ED visits pct,2024-11-02,1.95
2025-10-15,clt-area,Flu ED visits pct,2024-11-09,1.98
2025-10-15,clt-area,Flu ED visits pct,2024-11-16,2.1
2025-10-15,clt-area,Flu ED visits pct,2024-11-23,2.35
2025-10-15,clt-area,Flu ED visits pct,2024-11-30,2.43
2025-10-15,clt-area,Flu ED visits pct,2024-12-07,2.73
2025-10-15,clt-area,Flu ED visits pct,2024-12-14,3.32
2025-10-15,clt-area,Flu ED visits pct,2024-12-21,4.72
2025-10-15,clt-area,Flu ED visits pct,2024-12-28,6.63
2025-10-15,clt-area,Flu ED visits pct,2025-01-04,8.05
2025-10-15,clt-area,Flu ED visits pct,2025-01-11,7.57
